,index,focus_intensity,background_intensity,focus_std,background_std,centre_distance,segment
45,20,621.9310344827586,15.811956605452771,21.77301562197283,11.997941855330897,453,10
46,21,533.2068965517242,15.292578385733112,12.374554844922224,11.206978811887168,357,10
47,22,648.8965517241379,15.956139074774512,13.839834630231396,12.708640995947828,320,10
48,23,594.3448275862069,16.110247051977613,22.072413523748985,12.085607372314827,357,10
49,24,613.8275862068965,16.040420852658784,20.860900508742947,12.046734281973858,453,10
50,0,424.62068965517244,15.963873889678071,13.4841255149782,12.098577014034063,453,10
51,1,526.0,15.799160091735269,17.583299286342807,11.568498698697699,357,10
52,2,845.3793103448276,15.752484853411833,25.43607781669158,11.714214594385103,320,10
53,3,667.5862068965517,16.071861789522327,20.863294349876956,12.086390200150973,357,10
54,4,469.13793103448273,16.128910729261154,17.129776732105867,12.540294654702365,453,10
55,5,783.2068965517242,15.769913056872443,19.738600918775315,12.034480720366561,357,10
56,6,695.9310344827586,15.40244784268086,21.305545715615693,11.520934072524703,226,10
57,7,327.62068965517244,15.654957298601722,12.234529409388957,12.234937115119576,160,10
58,8,928.3448275862069,15.231879717263688,33.639340538524614,11.358313574146369,226,10
59,9,417.13793103448273,16.357240197504662,12.708194852497224,12.44020832779976,357,10
60,10,928.2758620689655,16.064754873436137,16.418863314270546,12.236886193109452,320,10
61,11,846.448275862069,15.694786621369525,27.175783092351192,12.06450650835082,160,10
62,12,731.8275862068965,15.44611515685704,19.296361932467356,12.155839225934926,0,10
63,13,925.8275862068965,15.13632785089596,18.686282937911216,11.805714028114945,160,10
64,14,965.3793103448276,15.565624518646562,21.92056787759158,12.071544042220536,320,10
65,15,652.3793103448276,16.23249905868661,18.11155811782659,12.754513527315888,357,10
66,16,608.448275862069,15.824892176829998,18.089025453432658,13.009802193959091,226,10
67,17,599.1379310344828,15.775652929196118,18.94224277208544,11.575237764737333,160,10
68,18,562.6206896551724,15.788433397799038,18.590716617493847,12.574971524005047,226,10
69,19,743.1379310344828,15.756307869379931,23.24045838756648,11.587503136325918,357,10
70,20,619.3103448275862,15.980920219411594,19.212250847824016,12.102292794692445,453,10
71,21,544.448275862069,15.307707859111058,15.105573775805867,11.138166316147267,357,10
72,22,649.2758620689655,15.77197004056205,24.218682659758322,12.548036550733169,320,10
73,23,625.9655172413793,16.127281615293775,27.606199651803216,11.981706553971142,357,10
74,24,639.4827586206897,15.942986359513256,16.304475141242396,11.997267525582963,453,10
75,0,430.55172413793105,16.092617749747557,16.06149004745792,12.375703088493468,453,10
76,1,528.9655172413793,15.756508968149378,18.850560695256917,11.709764517216312,357,10
77,2,854.6551724137931,15.83698912355166,20.430328810743625,11.803835696560629,320,10
78,3,667.8620689655172,15.889771132485581,19.322533099326137,11.866017048043583,357,10
79,4,481.1034482758621,15.956111263242567,17.48564894831977,12.325342075582704,453,10
